COMUNA,TIPO DE ACCIDENTE,GRAVEDAD,MES,DIA SEMANA,NUMERO ACCIDENTE
Aranjuez,Volcamiento,HERIDO,09,DOMINGO  ,1
Corregimiento de Santa Elena,Atropello,HERIDO,06,MARTES   ,1
Castilla,Atropello,HERIDO,10,VIERNES  ,12
Villa Hermosa,Caida ocupante,HERIDO,09,MARTES   ,2
Corregimiento de San Antonio de Prado,Caida ocupante,HERIDO,03,MIERCOLES,1
Guayabal,Choque,SOLO DANOS,10,MARTES   ,73
La America,Choque,SOLO DANOS,01,LUNES    ,19
Castilla,Otro,HERIDO,06,MIERCOLES,33
San Javier,Otro,HERIDO,08,VIERNES  ,7
Otro,Choque,HERIDO,04,MARTES   ,0
Laureles Estadio,Caida ocupante,HERIDO,09,MIERCOLES,20
Doce de Octubre,Otro,HERIDO,09,DOMINGO  ,3
Aranjuez,Atropello,HERIDO,02,VIERNES  ,11
Robledo,Atropello,HERIDO,05,JUEVES   ,4
Castilla,Atropello,HERIDO,01,MIERCOLES,8
Manrique,Volcamiento,HERIDO,06,DOMINGO  ,2
Robledo,Volcamiento,HERIDO,01,LUNES    ,1
Santa Cruz,Atropello,HERIDO,03,DOMINGO  ,3
Manrique,Atropello,HERIDO,08,MARTES   ,5
Santa Cruz,Choque,HERIDO,09,MIERCOLES,0
Buenos Aires,Atropello,HERIDO,07,DOMINGO  ,6
Guayabal,Choque,SOLO DANOS,07,LUNES    ,51
Corregimiento de San Cristobal,Caida ocupante,HERIDO,08,MIERCOLES,1
San Javier,Choque,SOLO DANOS,10,JUEVES   ,5
La America,Otro,HERIDO,02,LUNES    ,3
El Poblado,Choque,SOLO DANOS,08,VIERNES  ,108
Belen,Volcamiento,HERIDO,03,VIERNES  ,4
Corregimiento de Santa Elena,Otro,HERIDO,11,JUEVES   ,0
Doce de Octubre,Volcamiento,HERIDO,09,VIERNES  ,0
Santa Cruz,Otro,HERIDO,01,MIERCOLES,0
Corregimiento de Altavista,Caida ocupante,HERIDO,10,MARTES   ,0
Aranjuez,Choque,HERIDO,03,LUNES    ,28
Guayabal,Atropello,HERIDO,10,MIERCOLES,7
Guayabal,Choque,HERIDO,07,LUNES    ,28
Laureles Estadio,Caida ocupante,HERIDO,04,LUNES    ,3
Villa Hermosa,Atropello,HERIDO,09,DOMINGO  ,6
Manrique,Atropello,HERIDO,12,JUEVES   ,10
Robledo,Caida ocupante,HERIDO,05,LUNES    ,16
Villa Hermosa,Choque,HERIDO,04,MIERCOLES,6
Corregimiento de San Cristobal,Choque,HERIDO,06,MIERCOLES,2
El Poblado,Otro,HERIDO,02,JUEVES   ,9
Guayabal,Choque,SOLO DANOS,03,JUEVES   ,71
La America,Volcamiento,HERIDO,07,MARTES   ,1
Santa Cruz,Volcamiento,SOLO DANOS,07,LUNES    ,0
Robledo,Choque,HERIDO,07,MIERCOLES,25
Popular,Choque,HERIDO,06,VIERNES  ,1
Belen,Otro,HERIDO,06,DOMINGO  ,11
San Javier,Choque,HERIDO,10,VIERNES  ,5
Corregimiento de San Cristobal,Caida ocupante,HERIDO,03,LUNES    ,1
Robledo,Volcamiento,HERIDO,03,SABADO   ,5
Guayabal,Choque,SOLO DANOS,09,SABADO   ,41
El Poblado,Volcamiento,HERIDO,12,MIERCOLES,0
La America,Otro,HERIDO,04,SABADO   ,4
La America,Choque,HERIDO,07,VIERNES  ,15
Castilla,Choque,HERIDO,06,VIERNES  ,46
Robledo,Caida ocupante,HERIDO,01,JUEVES   ,13
Corregimiento de San Antonio de Prado,Choque,SOLO DANOS,04,MARTES   ,1
Corregimiento de San Antonio de Prado,Choque,SOLO DANOS,12,LUNES    ,1
Corregimiento de San Antonio de Prado,Choque,HERIDO,10,SABADO   ,3
Aranjuez,Choque,HERIDO,05,SABADO   ,16
Guayabal,Choque,HERIDO,09,SABADO   ,26
Corregimiento de San Cristobal,Choque,HERIDO,01,LUNES    ,1
Corregimiento de Santa Elena,Caida ocupante,HERIDO,02,DOMINGO  ,0
Laureles Estadio,Caida ocupante,HERIDO,06,SABADO   ,9
In,Atropello,HERIDO,09,MARTES   ,0
Belen,Caida ocupante,HERIDO,06,JUEVES   ,7
Buenos Aires,Caida ocupante,HERIDO,03,MARTES   ,4
Doce de Octubre,Otro,HERIDO,04,MIERCOLES,6
Robledo,Caida ocupante,HERIDO,07,SABADO   ,7
Robledo,Choque,HERIDO,02,LUNES    ,17
Aranjuez,Otro,HERIDO,03,DOMINGO  ,11
Manrique,Volcamiento,HERIDO,01,MIERCOLES,1
Robledo,Choque,SOLO DANOS,08,VIERNES  ,35
La America,Choque,HERIDO,10,MIERCOLES,12
Robledo,Otro,HERIDO,11,MIERCOLES,14
Guayabal,Otro,HERIDO,01,VIERNES  ,8
Aranjuez,Choque,SOLO DANOS,08,VIERNES  ,42
In,Choque,SOLO DANOS,05,DOMINGO  ,0
Doce de Octubre,Atropello,HERIDO,11,SABADO   ,6
Buenos Aires,Atropello,HERIDO,02,MIERCOLES,4
Otro,Choque,SOLO DANOS,06,JUEVES   ,3
El Poblado,Choque,MUERTO,01,MARTES   ,0
Popular,Otro,HERIDO,10,MARTES   ,2
Villa Hermosa,Volcamiento,HERIDO,05,DOMINGO  ,2
Santa Cruz,Choque,SOLO DANOS,06,MIERCOLES,5
San Javier,Atropello,HERIDO,05,MIERCOLES,0
Buenos Aires,Volcamiento,HERIDO,08,DOMINGO  ,2
Doce de Octubre,Caida ocupante,HERIDO,10,SABADO   ,5
Aranjuez,Caida ocupante,HERIDO,03,MARTES   ,7
Aranjuez,Caida ocupante,HERIDO,11,LUNES    ,4
La Candelaria,Atropello,HERIDO,09,DOMINGO  ,9
La Candelaria,Choque,HERIDO,11,VIERNES  ,66
Corregimiento de San Antonio de Prado,Caida ocupante,HERIDO,08,MIERCOLES,1
Castilla,Choque,SOLO DANOS,02,MARTES   ,77
Castilla,Choque,SOLO DANOS,10,LUNES    ,62
La America,Choque,SOLO DANOS,06,LUNES    ,13
Villa Hermosa,Choque,HERIDO,01,SABADO   ,8
Villa Hermosa,Atropello,HERIDO,04,MIERCOLES,5
La America,Otro,HERIDO,10,MARTES   ,5
Aranjuez,Choque,MUERTO,10,DOMINGO  ,0
Doce de Octubre,Choque,SOLO DANOS,10,VIERNES  ,12
Corregimiento de San Antonio de Prado,Otro,HERIDO,06,DOMINGO  ,1
Robledo,Atropello,MUERTO,08,VIERNES  ,1
Robledo,Choque,HERIDO,04,SABADO   ,21
Laureles Estadio,Choque,SOLO DANOS,03,DOMINGO  ,51
Manrique,Choque,HERIDO,11,MIERCOLES,10
Corregimiento de San Cristobal,Atropello,HERIDO,05,LUNES    ,0
La Candelaria,Caida ocupante,HERIDO,10,DOMINGO  ,7
Popular,Atropello,HERIDO,03,MIERCOLES,4
Aranjuez,Choque,HERIDO,11,MARTES   ,18
Aranjuez,Atropello,HERIDO,07,VIERNES  ,18
Laureles Estadio,Caida ocupante,HERIDO,12,MARTES   ,5
San Javier,Choque,SOLO DANOS,01,DOMINGO  ,9
La Candelaria,Choque,HERIDO,02,MIERCOLES,74
Aranjuez,Volcamiento,HERIDO,01,SABADO   ,2
Castilla,Atropello,HERIDO,06,MIERCOLES,9
Robledo,Volcamiento,HERIDO,06,LUNES    ,5
Santa Cruz,Atropello,HERIDO,08,DOMINGO  ,1
Otro,Caida ocupante,HERIDO,03,LUNES    ,0
Corregimiento de Santa Elena,Otro,HERIDO,02,DOMINGO  ,2
Doce de Octubre,Choque,SOLO DANOS,01,MIERCOLES,4
Laureles Estadio,Otro,HERIDO,05,DOMINGO  ,7
La Candelaria,Choque,SOLO DANOS,10,DOMINGO  ,60
Corregimiento de San Antonio de Prado,Caida ocupante,HERIDO,03,LUNES    ,0
La America,Otro,HERIDO,07,LUNES    ,2
Laureles Estadio,Atropello,MUERTO,02,LUNES    ,0
Belen,Atropello,HERIDO,10,VIERNES  ,10
Belen,Volcamiento,HERIDO,08,VIERNES  ,5
Manrique,Caida ocupante,HERIDO,11,VIERNES  ,4
Castilla,Choque,SOLO DANOS,12,SABADO   ,73
Doce de Octubre,Otro,HERIDO,01,SABADO   ,4
La America,Choque,SOLO DANOS,08,SABADO   ,15
Santa Cruz,Otro,HERIDO,06,MIERCOLES,0
Popular,Otro,HERIDO,03,JUEVES   ,2
Castilla,Otro,HERIDO,06,LUNES    ,14
Popular,Choque,SOLO DANOS,09,MIERCOLES,6
Corregimiento de San Antonio de Prado,Choque,HERIDO,05,MARTES   ,3
Aranjuez,Choque,HERIDO,08,LUNES    ,18
Laureles Estadio,Caida ocupante,HERIDO,09,LUNES    ,10
Castilla,Volcamiento,HERIDO,10,MARTES   ,7
Robledo,Volcamiento,HERIDO,02,JUEVES   ,1
La Candelaria,Atropello,MUERTO,11,MARTES   ,1
Santa Cruz,Caida ocupante,HERIDO,07,MARTES   ,1
Corregimiento de San Cristobal,Atropello,HERIDO,07,SABADO   ,0
Laureles Estadio,Choque,HERIDO,10,DOMINGO  ,20
La Candelaria,Choque,MUERTO,02,JUEVES   ,0
Castilla,Atropello,HERIDO,01,LUNES    ,4
Robledo,Otro,SOLO DANOS,05,JUEVES   ,0
Guayabal,Choque,SOLO DANOS,08,JUEVES   ,68
El Poblado,Caida ocupante,HERIDO,11,MARTES   ,3
La America,Otro,HERIDO,03,JUEVES   ,8
Santa Cruz,Choque,HERIDO,09,LUNES    ,1
Belen,Volcamiento,HERIDO,11,MIERCOLES,4
Corregimiento de San Cristobal,Caida ocupante,HERIDO,08,LUNES    ,4
San Javier,Atropello,HERIDO,02,SABADO   ,6
Corregimiento de Santa Elena,Choque,HERIDO,10,VIERNES  ,0
Manrique,Caida ocupante,HERIDO,02,MIERCOLES,2
Robledo,Volcamiento,HERIDO,08,SABADO   ,1
La Candelaria,Caida ocupante,HERIDO,02,VIERNES  ,17
San Javier,Otro,HERIDO,03,MARTES   ,2
San Javier,Otro,HERIDO,11,LUNES    ,6
Aranjuez,Choque,HERIDO,04,JUEVES   ,22
La Candelaria,Atropello,HERIDO,04,MIERCOLES,32
Manrique,Caida ocupante,MUERTO,06,LUNES    ,0
Corregimiento de San Antonio de Prado,Caida ocupante,HERIDO,05,SABADO   ,1
Laureles Estadio,Caida ocupante,HERIDO,05,JUEVES   ,11
La America,Otro,HERIDO,09,SABADO   ,2
Doce de Octubre,Caida ocupante,HERIDO,05,MARTES   ,7
Santa Cruz,Otro,HERIDO,01,LUNES    ,1
La America,Caida ocupante,HERIDO,03,LUNES    ,4
Guayabal,Caida ocupante,HERIDO,01,VIERNES  ,10
Villa Hermosa,Atropello,HERIDO,01,SABADO   ,3
Buenos Aires,Otro,HERIDO,10,MIERCOLES,5
Robledo,Caida ocupante,HERIDO,06,JUEVES   ,12
Guayabal,Volcamiento,HERIDO,12,SABADO   ,3
Corregimiento de San Antonio de Prado,Choque,SOLO DANOS,09,MARTES   ,4
Corregimiento de San Antonio de Prado,Otro,HERIDO,01,MIERCOLES,0
El Poblado,Volcamiento,SOLO DANOS,12,MIERCOLES,0
San Javier,Choque,HERIDO,06,MIERCOLES,3
La Candelaria,Choque,SOLO DANOS,02,VIERNES  ,170
Villa Hermosa,Choque,HERIDO,04,LUNES    ,14
Corregimiento de San Cristobal,Choque,HERIDO,06,LUNES    ,3
Corregimiento de Santa Elena,Caida ocupante,HERIDO,07,DOMINGO  ,1
Doce de Octubre,Atropello,HERIDO,10,JUEVES   ,1
El Poblado,Choque,SOLO DANOS,03,MARTES   ,94
Buenos Aires,Caida ocupante,HERIDO,08,MARTES   ,4
Robledo,Choque,HERIDO,07,LUNES    ,17
Aranjuez,Otro,HERIDO,08,DOMINGO  ,5
MUERTO,Atropello,Malla vial,10,SABADO   ,1
Popular,Caida ocupante,HERIDO,05,VIERNES  ,1
Manrique,Volcamiento,HERIDO,06,MIERCOLES,0
Corregimiento de Altavista,Choque,HERIDO,07,JUEVES   ,1
Guayabal,Otro,HERIDO,06,VIERNES  ,13
Santa Cruz,Atropello,HERIDO,03,MIERCOLES,8
El Poblado,Choque,HERIDO,10,MIERCOLES,21
Aranjuez,Volcamiento,HERIDO,04,LUNES    ,6
El Poblado,Volcamiento,HERIDO,04,MARTES   ,3
Aranjuez,Caida ocupante,MUERTO,07,DOMINGO  ,0
Popular,Volcamiento,HERIDO,11,VIERNES  ,0
El Poblado,Caida ocupante,HERIDO,04,JUEVES   ,5
Santa Cruz,Otro,HERIDO,03,SABADO   ,0
La America,Caida ocupante,HERIDO,05,SABADO   ,2
Popular,Choque,HERIDO,01,MARTES   ,1
Aranjuez,Caida ocupante,HERIDO,08,MARTES   ,7
Buenos Aires,Caida ocupante,HERIDO,12,JUEVES   ,5
Belen,Choque,MUERTO,11,LUNES    ,0
Otro,Caida ocupante,HERIDO,11,MARTES   ,0
Castilla,Choque,SOLO DANOS,07,MARTES   ,38
Doce de Octubre,Otro,HERIDO,04,LUNES    ,7
Villa Hermosa,Choque,HERIDO,06,SABADO   ,6
Corregimiento de San Cristobal,Choque,HERIDO,08,SABADO   ,5
Villa Hermosa,Atropello,HERIDO,09,MIERCOLES,7
Corregimiento de San Antonio de Prado,Caida ocupante,HERIDO,11,MARTES   ,0
Laureles Estadio,Atropello,HERIDO,12,VIERNES  ,10
Manrique,Volcamiento,HERIDO,01,LUNES    ,1
La America,Choque,HERIDO,02,MARTES   ,9
Robledo,Choque,HERIDO,09,SABADO   ,24
Robledo,Otro,HERIDO,03,MARTES   ,10
La America,Choque,HERIDO,10,LUNES    ,21
Popular,Volcamiento,HERIDO,02,MIERCOLES,0
Castilla,Choque,HERIDO,01,MARTES   ,33
Robledo,Otro,HERIDO,11,LUNES    ,11
El Poblado,Choque,MUERTO,10,JUEVES   ,0
Popular,Atropello,HERIDO,08,MIERCOLES,3
La Candelaria,Incendio,HERIDO,09,JUEVES   ,0
Buenos Aires,Atropello,HERIDO,02,LUNES    ,9
San Javier,Choque,SOLO DANOS,06,DOMINGO  ,6
La Candelaria,Choque,HERIDO,07,MIERCOLES,71
La Candelaria,Atropello,HERIDO,01,SABADO   ,34
Aranjuez,Volcamiento,HERIDO,06,SABADO   ,2
Doce de Octubre,Choque,HERIDO,02,DOMINGO  ,7
Castilla,Otro,SOLO DANOS,12,DOMINGO  ,0
Santa Cruz,Choque,SOLO DANOS,06,LUNES    ,2
San Javier,Atropello,HERIDO,05,LUNES    ,3
Otro,Caida ocupante,HERIDO,08,LUNES    ,1
Castilla,Choque,SOLO DANOS,11,JUEVES   ,55
Corregimiento de San Cristobal,Choque,SOLO DANOS,04,MIERCOLES,4
Otro,Choque,HERIDO,04,DOMINGO  ,1
Corregimiento de Santa Elena,Otro,HERIDO,07,DOMINGO  ,0
Doce de Octubre,Choque,SOLO DANOS,06,MIERCOLES,6
Popular,Choque,HERIDO,11,SABADO   ,2
Villa Hermosa,Atropello,HERIDO,04,LUNES    ,5
Laureles Estadio,Choque,SOLO DANOS,11,VIERNES  ,118
Corregimiento de San Cristobal,Atropello,HERIDO,06,JUEVES   ,1
Laureles Estadio,Volcamiento,SOLO DANOS,04,MIERCOLES,0
Corregimiento de Santa Elena,Caida ocupante,HERIDO,02,MIERCOLES,1
Doce de Octubre,Otro,HERIDO,06,SABADO   ,7
La America,Caida ocupante,HERIDO,11,MARTES   ,4
Popular,Atropello,HERIDO,03,LUNES    ,5
Manrique,Volcamiento,HERIDO,03,SABADO   ,0
La America,Choque,HERIDO,12,SABADO   ,8
San Javier,Atropello,HERIDO,01,JUEVES   ,5
Robledo,Volcamiento,HERIDO,07,JUEVES   ,6
Castilla,Choque,HERIDO,11,SABADO   ,43
Corregimiento de Altavista,Atropello,HERIDO,06,MARTES   ,0
Otro,Caida ocupante,HERIDO,04,JUEVES   ,0
La Candelaria,Choque,HERIDO,02,LUNES    ,79
La Candelaria,Choque,MUERTO,07,JUEVES   ,1
Castilla,Atropello,HERIDO,06,LUNES    ,7
Buenos Aires,Atropello,HERIDO,04,SABADO   ,7
In,Choque,SOLO DANOS,05,MIERCOLES,1
Villa Hermosa,Choque,HERIDO,12,MARTES   ,10
La Candelaria,Otro,SOLO DANOS,10,VIERNES  ,0
Corregimiento de San Antonio de Prado,Caida ocupante,HERIDO,04,JUEVES   ,1
La America,Atropello,HERIDO,02,JUEVES   ,3
Aranjuez,Choque,MUERTO,07,VIERNES  ,0
Corregimiento de San Cristobal,Volcamiento,HERIDO,12,LUNES    ,1
La America,Otro,HERIDO,08,JUEVES   ,3
Guayabal,Choque,HERIDO,11,DOMINGO  ,20
Belen,Atropello,HERIDO,06,MIERCOLES,3
San Javier,Atropello,HERIDO,07,SABADO   ,10
Doce de Octubre,Choque,SOLO DANOS,01,LUNES    ,9
Manrique,Caida ocupante,HERIDO,07,MIERCOLES,5
Guayabal,Volcamiento,HERIDO,11,JUEVES   ,0
La Candelaria,Caida ocupante,HERIDO,07,VIERNES  ,15
Otro,Otro,HERIDO,04,MARTES   ,0
Aranjuez,Choque,HERIDO,09,JUEVES   ,12
La Candelaria,Volcamiento,SOLO DANOS,10,MARTES   ,0
Aranjuez,Volcamiento,HERIDO,12,MARTES   ,3
Villa Hermosa,Atropello,HERIDO,06,SABADO   ,6
Guayabal,Caida ocupante,HERIDO,06,VIERNES  ,4
Guayabal,Atropello,HERIDO,07,MARTES   ,4
Corregimiento de San Antonio de Prado,Volcamiento,HERIDO,03,VIERNES  ,0
Doce de Octubre,Atropello,HERIDO,01,DOMINGO  ,6
Corregimiento de Santa Elena,Choque,SOLO DANOS,06,VIERNES  ,0
Corregimiento de San Antonio de Prado,Otro,HERIDO,06,MIERCOLES,0
La Candelaria,Choque,SOLO DANOS,07,VIERNES  ,251
Popular,Atropello,HERIDO,05,SABADO   ,5
La Candelaria,Caida ocupante,HERIDO,10,MIERCOLES,18
El Poblado,Atropello,HERIDO,12,MIERCOLES,4
San Javier,Otro,HERIDO,12,JUEVES   ,3
Castilla,Atropello,HERIDO,08,SABADO   ,7
Manrique,Atropello,HERIDO,12,VIERNES  ,10
Santa Cruz,Caida ocupante,HERIDO,03,DOMINGO  ,3
Belen,Volcamiento,HERIDO,03,MARTES   ,2
Belen,Atropello,MUERTO,06,JUEVES   ,0
Belen,Volcamiento,HERIDO,11,LUNES    ,2
San Javier,Choque,SOLO DANOS,01,MIERCOLES,7
Doce de Octubre,Otro,HERIDO,12,MARTES   ,7
Manrique,Atropello,MUERTO,10,MARTES   ,0
Santa Cruz,Otro,HERIDO,02,JUEVES   ,2
La America,Caida ocupante,HERIDO,04,JUEVES   ,2
Buenos Aires,Volcamiento,HERIDO,03,LUNES    ,2
La Candelaria,Atropello,HERIDO,04,LUNES    ,33
Corregimiento de Santa Elena,Otro,HERIDO,02,MIERCOLES,0
Laureles Estadio,Choque,HERIDO,07,VIERNES  ,55
El Poblado,Volcamiento,HERIDO,09,MARTES   ,1
Laureles Estadio,Otro,HERIDO,05,MIERCOLES,18
Belen,Choque,HERIDO,12,MIERCOLES,15
Buenos Aires,Atropello,HERIDO,10,MARTES   ,2
Villa Hermosa,Choque,HERIDO,05,JUEVES   ,9
Guayabal,Choque,HERIDO,03,VIERNES  ,18
Santa Cruz,Otro,HERIDO,08,SABADO   ,0
Popular,Choque,HERIDO,06,MARTES   ,1
Corregimiento de San Antonio de Prado,Otro,HERIDO,01,LUNES    ,0
Guayabal,Choque,MUERTO,01,MARTES   ,2
Robledo,Choque,HERIDO,08,JUEVES   ,21
El Poblado,Choque,SOLO DANOS,12,JUEVES   ,94
Manrique,Atropello,HERIDO,03,MIERCOLES,4
San Javier,Choque,HERIDO,06,LUNES    ,4
Otro,Choque,SOLO DANOS,05,VIERNES  ,0
Las Esmeraldas,Choque,MUERTO,06,DOMINGO  ,0
La America,Volcamiento,HERIDO,11,VIERNES  ,0
Buenos Aires,Choque,SOLO DANOS,05,VIERNES  ,18
Laureles Estadio,Choque,HERIDO,10,MIERCOLES,36
Aranjuez,Volcamiento,HERIDO,05,JUEVES   ,1
La America,Choque,HERIDO,07,MARTES   ,11
Manrique,Volcamiento,HERIDO,06,LUNES    ,2
Robledo,Otro,HERIDO,08,MARTES   ,17
Popular,Volcamiento,HERIDO,07,MIERCOLES,1
Castilla,Choque,HERIDO,06,MARTES   ,36
Villa Hermosa,Choque,SOLO DANOS,09,MIERCOLES,8
Santa Cruz,Atropello,HERIDO,03,LUNES    ,1
El Poblado,Choque,HERIDO,02,MARTES   ,31
El Poblado,Choque,HERIDO,10,LUNES    ,28
Buenos Aires,Atropello,HERIDO,07,LUNES    ,6
La America,Choque,SOLO DANOS,10,DOMINGO  ,24
Castilla,Choque,SOLO DANOS,02,DOMINGO  ,30
Buenos Aires,Volcamiento,HERIDO,05,SABADO   ,2
Popular,Choque,HERIDO,10,JUEVES   ,6
Belen,Choque,MUERTO,12,JUEVES   ,0
La Candelaria,Atropello,HERIDO,06,SABADO   ,41
Doce de Octubre,Choque,HERIDO,07,DOMINGO  ,13
Doce de Octubre,Otro,HERIDO,05,JUEVES   ,7
Corregimiento de San Cristobal,Choque,SOLO DANOS,09,MIERCOLES,1
Manrique,Atropello,MUERTO,03,JUEVES   ,0
Laureles Estadio,Atropello,HERIDO,08,MIERCOLES,12
Corregimiento de San Antonio de Prado,Otro,HERIDO,03,SABADO   ,0
Manrique,Volcamiento,HERIDO,02,JUEVES   ,0
La America,Choque,HERIDO,11,JUEVES   ,11
Castilla,Choque,HERIDO,10,JUEVES   ,43
Villa Hermosa,Atropello,HERIDO,09,LUNES    ,5
Buenos Aires,Atropello,HERIDO,03,JUEVES   ,1
Manrique,Choque,HERIDO,08,MARTES   ,11
San Javier,Caida ocupante,HERIDO,01,MARTES   ,5
Doce de Octubre,Choque,HERIDO,10,VIERNES  ,6
Manrique,Volcamiento,HERIDO,08,SABADO   ,2
Popular,Atropello,HERIDO,08,LUNES    ,6
San Javier,Atropello,HERIDO,06,JUEVES   ,6
Santa Cruz,Atropello,HERIDO,05,SABADO   ,4
La Candelaria,Choque,HERIDO,07,LUNES    ,61
Guayabal,Volcamiento,HERIDO,02,DOMINGO  ,2
Buenos Aires,Atropello,HERIDO,09,SABADO   ,4
Robledo,Choque,SOLO DANOS,12,JUEVES   ,38
Laureles Estadio,Otro,HERIDO,02,SABADO   ,15
Castilla,Otro,HERIDO,10,DOMINGO  ,16
Corregimiento de San Antonio de Prado,Caida ocupante,HERIDO,09,JUEVES   ,0
Belen,Choque,SOLO DANOS,05,MIERCOLES,40
Corregimiento de San Antonio de Prado,Choque,HERIDO,05,DOMINGO  ,1
Corregimiento de San Cristobal,Choque,SOLO DANOS,04,LUNES    ,2
Aranjuez,Choque,SOLO DANOS,12,JUEVES   ,35
Villa Hermosa,Atropello,HERIDO,05,JUEVES   ,4
Corregimiento de Altavista,Choque,MUERTO,10,SABADO   ,0
Doce de Octubre,Choque,SOLO DANOS,06,LUNES    ,9
Castilla,Volcamiento,HERIDO,10,DOMINGO  ,4
La Candelaria,Atropello,MUERTO,11,DOMINGO  ,1
Otro,Otro,HERIDO,09,MARTES   ,0
Popular,Caida ocupante,HERIDO,10,SABADO   ,4
El Poblado,Otro,HERIDO,06,VIERNES  ,10
La America,Choque,SOLO DANOS,02,VIERNES  ,28
Belen,Otro,HERIDO,02,JUEVES   ,9
El Poblado,Caida ocupante,HERIDO,11,DOMINGO  ,0
Buenos Aires,Volcamiento,HERIDO,11,MARTES   ,4
Corregimiento de Santa Elena,Caida ocupante,HERIDO,02,LUNES    ,1
Guayabal,Otro,HERIDO,11,SABADO   ,9
Aranjuez,Otro,SOLO DANOS,01,VIERNES  ,0
La Candelaria,Atropello,HERIDO,12,MARTES   ,18
Corregimiento de San Cristobal,Caida ocupante,HERIDO,12,DOMINGO  ,0
Doce de Octubre,Atropello,HERIDO,06,DOMINGO  ,6
Aranjuez,Otro,HERIDO,03,LUNES    ,17
Corregimiento de San Cristobal,Atropello,HERIDO,01,VIERNES  ,1
Buenos Aires,Choque,HERIDO,07,MARTES   ,6
Manrique,Choque,SOLO DANOS,05,MIERCOLES,11
La Candelaria,Otro,SOLO DANOS,06,MIERCOLES,0
Manrique,Otro,SOLO DANOS,12,DOMINGO  ,0
San Javier,Otro,HERIDO,03,DOMINGO  ,3
Guayabal,Otro,SOLO DANOS,01,JUEVES   ,0
San Javier,Caida ocupante,HERIDO,11,SABADO   ,2
Corregimiento de Santa Elena,Atropello,HERIDO,06,MIERCOLES,0
In,Choque,SOLO DANOS,05,LUNES    ,0
Villa Hermosa,Caida ocupante,HERIDO,09,MIERCOLES,4
Robledo,Volcamiento,HERIDO,02,VIERNES  ,1
Guayabal,Choque,SOLO DANOS,10,MIERCOLES,59
La Candelaria,Choque,HERIDO,09,SABADO   ,72
Belen,Volcamiento,HERIDO,08,MARTES   ,6
Castilla,Caida ocupante,HERIDO,08,MARTES   ,24
Manrique,Caida ocupante,HERIDO,07,LUNES    ,10
Corregimiento de San Antonio de Prado,Choque,SOLO DANOS,09,DOMINGO  ,2
Aranjuez,Atropello,HERIDO,11,JUEVES   ,13
Santa Cruz,Otro,HERIDO,07,JUEVES   ,1
Corregimiento de San Cristobal,Choque,SOLO DANOS,06,SABADO   ,3
La America,Caida ocupante,HERIDO,09,JUEVES   ,4
Corregimiento de San Cristobal,Choque,HERIDO,10,DOMINGO  ,1
Corregimiento de San Antonio de Prado,Volcamiento,HERIDO,11,MIERCOLES,1
Doce de Octubre,Choque,SOLO DANOS,08,SABADO   ,11
Otro,Choque,HERIDO,04,MIERCOLES,2
Santa Cruz,Atropello,HERIDO,11,MARTES   ,4
Robledo,Choque,HERIDO,11,DOMINGO  ,15
El Poblado,Choque,SOLO DANOS,03,DOMINGO  ,22
Buenos Aires,Otro,HERIDO,07,MARTES   ,7
La Candelaria,Volcamiento,HERIDO,12,DOMINGO  ,8
Castilla,Otro,HERIDO,02,VIERNES  ,15
Manrique,Choque,MUERTO,02,MIERCOLES,0
Doce de Octubre,Volcamiento,HERIDO,04,DOMINGO  ,1
Corregimiento de Santa Elena,Caida ocupante,HERIDO,04,SABADO   ,0
Guayabal,Choque,HERIDO,08,VIERNES  ,32
El Poblado,Atropello,MUERTO,03,DOMINGO  ,0
El Poblado,Volcamiento,SOLO DANOS,09,MARTES   ,0
Manrique,Atropello,HERIDO,08,MIERCOLES,4
Castilla,Volcamiento,HERIDO,02,VIERNES  ,1
Aranjuez,Otro,HERIDO,05,SABADO   ,8
La Candelaria,Atropello,MUERTO,03,VIERNES  ,0
Santa Cruz,Caida ocupante,HERIDO,11,VIERNES  ,1
Corregimiento de San Antonio de Prado,Atropello,HERIDO,02,DOMINGO  ,2
Guayabal,Atropello,HERIDO,03,DOMINGO  ,3
Belen,Volcamiento,HERIDO,12,JUEVES   ,2
Corregimiento de Santa Elena,Atropello,HERIDO,01,LUNES    ,0
La Candelaria,Caida ocupante,HERIDO,02,MARTES   ,16
Villa Hermosa,Volcamiento,HERIDO,01,JUEVES   ,4
La Candelaria,Caida ocupante,HERIDO,10,LUNES    ,19
El Poblado,Atropello,HERIDO,04,MARTES   ,2
El Poblado,Atropello,HERIDO,12,LUNES    ,2
Buenos Aires,Volcamiento,HERIDO,04,JUEVES   ,2
Santa Cruz,Choque,HERIDO,05,VIERNES  ,5
In,Choque,SOLO DANOS,07,SABADO   ,0
San Javier,Choque,SOLO DANOS,01,LUNES    ,7
La Candelaria,Atropello,HERIDO,05,JUEVES   ,22
Corregimiento de San Cristobal,Caida ocupante,HERIDO,04,VIERNES  ,1
Belen,Choque,SOLO DANOS,02,SABADO   ,38
El Poblado,Choque,HERIDO,07,MARTES   ,25
Corregimiento de Santa Elena,Choque,SOLO DANOS,01,MARTES   ,1
La Candelaria,Otro,HERIDO,03,DOMINGO  ,9
Castilla,Choque,SOLO DANOS,07,DOMINGO  ,42
Laureles Estadio,Otro,HERIDO,05,LUNES    ,18
